Noms;CI;paper;SMILE;apol;ast_fraglike;ast_fraglike_ext;ast_violation;ast_violation_ext;a_acc;a_acid;a_aro;a_base;a_count;a_don;a_donacc;a_heavy;a_hyd;a_IC;a_ICM;a_nB;a_nBr;a_nC;a_nCl;a_nF;a_nH;a_nI;a_nN;a_nO;a_nP;a_nS;balabanJ;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_PEOE_2;BCUT_PEOE_3;BCUT_SLOGP_0;BCUT_SLOGP_1;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3;bpol;b_1rotN;b_1rotR;b_ar;b_count;b_double;b_heavy;b_max1len;b_rotN;b_rotR;b_single;b_triple;chi0;chi0v;chi0v_C;chi0_C;chi1;chi1v;chi1v_C;chi1_C;chiral;chiral_u;density;diameter;FCharge;GCUT_PEOE_0;GCUT_PEOE_1;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3;GCUT_SMR_0;GCUT_SMR_1;GCUT_SMR_2;GCUT_SMR_3;Kier1;Kier2;Kier3;KierA1;KierA2;KierA3;KierFlex;lip_acc;lip_don;lip_druglike;lip_violation;logP(o/w);logS;mr;mutagenic;nmol;opr_brigid;opr_leadlike;opr_nring;opr_nrot;opr_violation;PC+;PC-;PEOE_PC+;PEOE_PC-;PEOE_RPC+;PEOE_RPC-;PEOE_VSA+0;PEOE_VSA+1;PEOE_VSA+2;PEOE_VSA+3;PEOE_VSA+4;PEOE_VSA+5;PEOE_VSA+6;PEOE_VSA-0;PEOE_VSA-1;PEOE_VSA-2;PEOE_VSA-3;PEOE_VSA-4;PEOE_VSA-5;PEOE_VSA-6;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPOL;PEOE_VSA_FPOS;PEOE_VSA_FPPOS;PEOE_VSA_HYD;PEOE_VSA_NEG;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_POS;PEOE_VSA_PPOS;petitjean;petitjeanSC;Q_PC+;Q_PC-;Q_RPC+;Q_RPC-;Q_VSA_FHYD;Q_VSA_FNEG;Q_VSA_FPNEG;Q_VSA_FPOL;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD;Q_VSA_NEG;Q_VSA_PNEG;Q_VSA_POL;Q_VSA_POS;Q_VSA_PPOS;radius;reactive;rings;RPC+;RPC-;rsynth;SlogP;SlogP_VSA0;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;SMR;SMR_VSA0;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;TPSA;VAdjEq;VAdjMa;VDistEq;VDistMa;vdw_area;vdw_vol;vsa_acc;vsa_acid;vsa_base;vsa_don;vsa_hyd;vsa_other;vsa_pol;Weight;weinerPath;weinerPol;zagreb
DDE;0.61000001;3;Clc1ccc(cc1)C(=C(Cl)Cl)c1ccc(Cl)cc1;38.694344;0;0;2;2;0;0;12;0;26;0;0;18;17;36.908463;1.4195563;0;0;14;4;0;8;0;0;0;0;0;1.9641368;-2.246835;-0.64465648;0.70150352;2.2257414;-2.0814447;-0.52229112;0.85937411;2.4047797;-1.9108773;-0.47030169;0.88146323;2.5672226;10.425656;2;0.10526316;12;27;1;19;2;2;0.10526316;14;0;13.120955;12.154376;7.6188021;9.1209555;8.575387;6.660521;4.3927345;6.2659864;0;0;0.9478578;10;0;-0.73582429;-0.38394278;0.061178748;2.2696278;-0.5896495;-0.23891176;0.40972814;2.4676433;-0.39689934;-0.1762837;0.4084695;2.6029296;14.409972;6.43787;3.75;14.418783;6.4420476;3.7525373;5.1603603;0;0;1;1;6.8973598;-6.7624002;7.9328465;0;1;13;1;2;2;1;0;0;0.30413747;-0.30413747;0.37760943;0.27041867;133.09358;9.0394926;6.8309531;0;0;0;0;0;118.32779;0;0;0;0;0;1;0.44269142;0;0;0.55730861;0;267.29181;118.32779;0;0;148.96402;0;0.5;1;0;0;0;0;1;0;0;0;1;0;267.29181;0;0;0;267.29181;0;5;1;2;0;0;1;6.0051899;0;0;0;3.185575;6.37115;3.8156381;7.0012131;141.14548;0;156.59457;7.9569998;0;0;3.185575;17.188002;0;141.14548;0;156.59457;0;0.52150291;5.2479277;2.9834709;8.0514517;267.29181;327.0174;0;0;0;0;260.46085;6.8309531;0;318.03;603;26;90
Dexamethasone;0.37;2;FC12C(C3CC(C)C(O)(C(=O)CO)C3(CC1O)C)CCC1=CC(=O)C=CC12C;62.623997;0;0;2;3;5;0;0;0;57;3;8;28;21;81.876144;1.4364237;0;0;22;0;1;29;0;0;5;0;0;1.7703513;-2.8985395;-0.51543838;0.55147099;3.0000653;-2.9231687;-0.46517548;0.5065102;2.9975088;-2.671762;-0.38282046;0.67362058;3.226186;34.822002;2;0.064516127;0;60;4;31;4;2;0.064516127;56;0;20.698307;16.613087;14.076985;14.698306;12.963233;10.142335;8.7470713;9.5240755;8;8;0.85443532;12;0;-0.79044366;-0.41025048;0.032483771;3.3745499;-0.9486618;-0.34128129;0.00077885773;3.3969519;-0.53789598;-0.22400635;0.15361278;3.59056;21.240376;6.4976859;2.3951247;18.608292;5.6632929;2.0799332;3.7637215;5;3;1;0;2.151;-3.1791301;10.095338;0;1;20;1;4;2;0;0;0;1.5166826;-1.5166826;0.16378292;0.19168906;189.70193;0;0;16.917038;30.516994;0;0;18.017035;0;0;0;52.609398;27.133842;0;0.67076302;0.29191214;0.23811327;0.32923698;0.70808786;0.09112373;224.636;97.760277;79.74324;110.26023;237.13597;30.516994;0.5;1;0;0;0;0;1;0;0;0;1;0;334.89624;0;0;0;334.89624;0;6;1;4;0;0;0.32142857;1.8957;76.155678;11.375222;54.193081;20.926258;13.232388;3.185575;0;52.929554;75.473625;114.93816;9.9944401;47.724434;91.115791;13.232388;9.6542244;0;128.40317;32.301479;99.978043;94.830002;0.39893496;5.9541965;3.152231;9.3609161;334.89624;425.117;27.133842;0;0;0;250.14459;16.917038;67.834602;392.46698;1670;70;168
Dichlorobenzene ;0.98000002;3;Clc1ccccc1Cl;17.587172;1;1;0;0;0;0;6;0;12;0;0;8;8;17.509775;1.4591479;0;0;6;2;0;4;0;0;0;0;0;2.3570278;-2.1183028;-0.66620201;0.67871529;2.100204;-1.9100708;-0.45943233;0.95718324;2.3374765;-1.7871422;-0.4325445;0.97216678;2.4437144;5.2128282;0;0;6;12;0;8;1;0;0;6;0;5.9831276;5.577188;3.309401;3.9831276;3.8045304;2.9612436;1.8273503;2.6498299;0;0;0.95968264;4;0;-0.73684907;-0.40251675;0.0664308;1.8202971;-0.5400762;-0.21528791;0.37807593;2.0627494;-0.39814687;-0.17419454;0.3730143;2.1567404;6.125;2.52;1.4876033;6.4624743;2.6814394;1.5946021;2.1660917;0;0;1;0;3.0880001;-2.8534601;3.6693804;0;1;6;1;1;0;0;0;0;0.16272944;-0.16272944;0.41908732;0.5;63.233978;9.0394926;0;0;0;0;0;0;59.163895;0;0;0;0;0;1;0.45012996;0;0;0.54987007;0;131.43736;59.163895;0;0;72.273468;0;0.25;0.33333334;0;0;0;0;1;0;0;0;1;0;131.43736;0;0;0;131.43736;0;3;0;1;0;0;1;2.9934001;0;0;0;0;0;0;7.0012131;70.572739;0;78.297287;3.6461999;0;0;0;7.0012131;0;70.572739;0;78.297287;0;0.8112781;4;1.8352377;5.6729054;131.43736;148.97841;0;0;0;0;131.43736;0;0;147.004;60;8;36
Diclofenac ;0.79000002;3;Clc1cccc(Cl)c1Nc1ccccc1CC(=O)[O-];38.371929;0;0;1;2;0;2;12;0;29;1;1;19;15;50.3592;1.7365241;0;0;14;2;0;10;0;1;2;0;0;1.9482917;-2.3659117;-0.63549644;0.64566189;2.3140593;-2.4164672;-0.45287627;0.70440441;2.4656687;-2.0342078;-0.39004791;0.92509317;2.6518087;14.34807;4;0.2;12;30;1;20;2;4;0.2;17;0;13.828063;11.332842;7.7485585;9.1209555;9.075387;6.3206158;4.2784739;5.9494896;0;0;0.90276825;9;-1;-0.84880835;-0.4900023;0.059772551;2.3219991;-1.4896495;-0.28882408;0.19515647;2.5105736;-0.458859;-0.1782252;0.31485644;2.6579094;15.39;7.1358023;4.2314048;12.740488;5.8410082;3.4331977;3.9166999;3;1;1;0;4.3520002;-4.7651;7.6587405;0;1;12;1;2;4;0;0;0;0.43386811;-1.4338682;0.17708281;0.38275576;79.042473;52.955589;0;0;0;0;0;33.825527;59.163895;0;5.6825762;0;0;27.133842;0.89475006;0.48799044;0.10524993;0.10524993;0.51200956;0;230.67006;125.80584;27.133842;27.133842;131.99806;0;0.44444445;0.80000001;0;0;0;0;1;0;0;0;1;0;257.80389;0;0;0;257.80389;0;5;0;2;0;0;1;3.0293701;42.683342;19.474758;23.862217;0;3.185575;18.868406;7.0012131;123.50229;0;83.810783;7.4897699;66.545563;0;0;10.186788;23.524246;142.3707;1.4640081;78.297287;52.16;0.5023343;5.321928;3.001415;8.2169819;257.80389;315.76764;27.133842;27.133842;0;5.6825762;210.27899;14.708499;32.816418;295.14499;706;27;94
Didanosine;0.31;3;O1C(CCC1n1c2NC=NC(=O)c2nc1)CO;32.407516;0;0;1;1;5;0;5;0;29;2;7;17;5;51.88773;1.7892321;0;0;10;0;0;12;0;4;3;0;0;1.6549044;-2.5049944;-0.612225;0.64313954;2.7154107;-2.5751324;-0.64269465;0.56640208;2.7615783;-2.294879;-0.47374845;0.76304382;2.9378746;21.272484;2;0.10526316;5;31;2;19;2;2;0.10526316;24;0;11.828063;9.0360727;5.9307213;6.4222851;8.2920246;5.4587922;2.2247448;2.3914115;2;2;0.91012359;9;0;-0.82283431;-0.45151263;0.10239168;2.5190871;-0.99483097;-0.36745629;0.092693768;2.5500875;-0.52753049;-0.24242681;0.19415385;2.761245;12.055402;4.9382715;2.1717451;9.0273542;3.625;1.5689924;1.9249506;7;2;1;0;0.12899999;-1.42335;5.8234987;0;1;15;1;3;3;0;0;0;1.6938384;-1.6938384;0.17792414;0.19789135;15.808495;15.808495;0;51.139153;59.798523;0;12.949531;0;0;0;5.6825762;24.932074;13.566921;2.503756;0.43740505;0.23089884;0.20279364;0.56259495;0.76910114;0.35980132;88.438713;46.685326;41.00275;113.7508;155.5042;72.748055;0.44444445;0.80000001;0;0;0;0;1;0;0;0;1;0;202.18951;0;0;0;202.18951;0;5;0;3;0;0;1;0.24250001;25.385227;41.954155;34.254066;20.926258;26.618963;16.78553;0;16.78553;43.776634;2.3279202;5.9013;34.862103;60.855377;0;15.265219;20.338671;54.522339;26.185041;16.78553;88.739998;0.56150466;5.2479277;2.9070592;7.8708148;202.18951;246.26874;27.435829;0;0;5.6825762;68.833534;86.670662;46.685326;236.231;502;25;92
Ethanol;1.0700001;3;OCC;8.3227577;1;1;0;0;1;0;0;0;9;1;2;3;2;11.01955;1.2243944;0;0;2;0;0;6;0;0;1;0;0;1.6329932;-2.3613851;-0.23031633;0.29641473;2.3196595;-2.3782039;-0.20443316;0.27721819;2.3375793;-2.1351309;-0.13424273;0.36044881;2.5375211;6.5592418;0;0;0;8;0;2;2;0;0;8;0;2.7071068;2.1543205;1.7071068;1.7071068;1.4142135;1.0233345;0.70710677;0.70710677;0;0;0.76771754;2;0;-0.80301636;-0.23622845;0.00418645;1.5843509;-0.8735171;-0.17786309;-0.024753533;1.6047966;-0.51971358;-0.13065805;0.051119875;1.773644;3;2;0;3;2;0;2;1;1;1;0;-0.063000001;0.28479001;1.3310919;0;1;0;1;0;0;0;0;0;0.22042485;-0.22042485;0.82653278;1;29.408449;0;0;22.058474;0;0;0;0;0;0;0;13.566921;0;0;0.79138678;0.20861323;0.20861323;0.20861323;0.79138678;0;51.466923;13.566921;13.566921;13.566921;51.466923;0;0.5;1;0;0;0;0;1;0;0;0;1;0;65.033844;0;0;0;65.033844;0;1;0;0;0;0;1;-0.0014;25.385227;0;0;20.926258;0;0;0;0;0;33.326015;1.27598;0;25.385227;0;0;0;0;20.926258;33.326015;20.23;0.99107605;2;0.91829586;2.5;65.033844;52.129848;0;0;0;0;51.466923;0;13.566921;46.069;4;0;6
Fenoterol;0.1;3;Oc1cc(cc(O)c1)C(O)C[NH2+]C(Cc1ccc(O)cc1)C;48.897446;0;0;3;4;4;0;12;1;44;4;8;22;17;64.620628;1.4686506;0;0;17;0;0;22;0;1;4;0;0;1.6591135;-2.6765161;-0.62631994;0.72085875;2.6777647;-3.4094372;-0.61745548;0.75319457;2.5388045;-2.4827194;-0.50254017;0.83523124;2.8684802;24.050554;6;0.26086956;12;45;0;23;6;6;0.26086956;33;0;16.11252;12.476571;10.110366;11.405413;10.435561;7.2600942;5.5894933;7.2179112;2;2;0.81159616;13;1;-0.8668232;-0.37680501;0.17781825;2.6732605;-2.2477257;-0.35690182;0.15821017;2.6737945;-0.63577265;-0.24638484;0.19876443;2.8785181;18.340265;8.7408953;6.2040815;14.602181;6.8785152;4.8409681;4.565515;5;6;1;1;2.6389999;-1.96918;8.4904222;0;1;12;1;2;6;1;0;0;1.8002616;-0.80026156;0.21784669;0.26369536;65.44252;45.216946;46.866631;0;0;15.158071;20.299505;33.825527;0;0;40.700764;13.566921;0;0;0.82558334;0.31341323;0.048267651;0.17441669;0.6865868;0.12614903;232.05238;88.093216;13.566921;49.024498;192.98367;35.457577;0.46153846;0.85714287;0;0;0;0;1;0;0;0;1;0;281.07687;0;0;0;281.07687;0;7;0;2;0;0;1;1.12687;119.55166;0;3.9819686;18.439579;6.37115;18.868406;0;123.50229;6.4686494;49.056297;8.29076;0;119.55166;0;32.552052;0;142.3707;18.439579;33.326015;97.529999;0.4530769;5.523562;3.5227122;8.5856009;281.07687;347.69754;0;0;5.6825762;5.6825762;221.12662;0;59.95026;304.366;1240;29;108
Ganciclovir ;0.17;3;O=C1N=C(Nc2n(cnc12)COC(CO)CO)N;33.216309;0;0;2;4;6;0;5;0;31;4;10;18;4;57.335403;1.8495291;0;0;9;0;0;13;0;5;4;0;0;1.8738606;-2.5442085;-0.647214;0.71825385;2.5582654;-2.6736884;-0.70308346;0.5689345;2.4621623;-2.3234463;-0.52983403;0.80826056;2.7660542;21.70569;5;0.2631579;5;32;2;19;5;5;0.2631579;25;0;13.120955;9.4059353;5.276021;5.7151785;8.6513968;5.1931815;1.3164966;1.4831632;0;0;0.95828682;9;0;-0.82787693;-0.45600981;0.15055047;2.386658;-1.3707017;-0.47396305;0.051834293;2.3566985;-0.52270913;-0.25825891;0.21388011;2.6389999;14.409972;6.43787;3.3217993;10.630735;4.6568027;2.3679073;2.7502909;9;5;1;0;-1.5039999;-0.54413003;5.9686904;0;1;10;1;2;5;1;0;0;1.9757833;-1.9757833;0.1531086;0.16660637;0;0;0;51.139153;44.116947;42.23106;12.949531;0;0;17.742489;11.365152;32.816418;13.566921;2.503756;0.35129488;0.34143612;0.21401212;0.64870512;0.65856391;0.43469298;80.246796;77.994736;48.887096;148.18463;150.43669;99.297539;0.44444445;0.80000001;0;0;0;0;1;0;0;0;1;0;228.43143;0;0;0;228.43143;0;5;0;2;0;0;1;-1.6428;83.667641;43.853249;17.468536;41.852516;26.618963;16.78553;0;16.78553;0;22.825352;6.1052198;34.862103;86.240608;0;9.2253971;53.235859;37.282959;49.010395;0;134.99001;0.52150291;5.2479277;3.0568707;8.0305634;228.43143;252.66965;27.435829;0;0;23.425066;59.275021;91.161674;77.994736;255.23399;632;26;90
Glucose ;0.25999999;3;O1C(CO)C(O)C(O)C(O)C1O;23.373516;0;0;2;3;6;0;0;0;24;5;11;12;5;36;1.5;0;0;6;0;0;12;0;0;6;0;0;2.634409;-2.7055066;-0.72749263;0.77480048;2.7783988;-2.9078004;-0.89418155;0.5594095;2.5639784;-2.5092802;-0.6012705;0.86306638;2.95715;15.034484;1;0.083333336;0;24;0;12;2;1;0.083333336;24;0;9.3009653;6.2381744;3.5938582;3.5938582;5.5745859;3.5620096;1.7415817;1.7415817;5;5;1.0688877;6;0;-0.79205549;-0.4475643;0.21615703;2.46157;-0.95309973;-0.61981088;-0.0072258986;2.2965975;-0.52353656;-0.29218945;0.25180578;2.637187;10.083333;3.8062284;1.8595041;10.083333;3.8062284;1.8595041;3.1982892;6;5;1;0;-2.9319999;1.2499501;3.6340032;0;1;6;1;1;3;0;0;0;1.3779234;-1.3779234;0.21942572;0.23485953;0;0;0;8.458519;47.434032;0;14.708499;0;0;0;13.566921;54.267685;0;2.503756;0.15627594;0.49906808;0.40280741;0.84372407;0.50093192;0.44091663;22.02544;70.338364;56.771439;118.91397;70.601051;62.142532;0.33333334;0.5;0;0;0;0;1;0;0;0;1;0;140.93941;0;0;0;140.93941;0;4;1;1;0;0;1;-3.2214;126.92613;0;45.400986;20.926258;0;0;0;0;0;0;3.5985999;10.999887;126.92613;0;34.4011;0;0;20.926258;0;110.38;0.65002245;4.5849624;2.2891481;6.8929548;140.93941;157.22887;2.503756;0;0;0;55.892551;14.708499;70.338364;180.15599;182;19;58
Hydralazine ;0.61000001;3;n1ncc2c(cccc2)c1NN;23.814344;1;1;0;0;3;0;10;0;20;2;5;12;7;30.438562;1.5219281;0;0;8;0;0;8;0;4;0;0;0;2.0203762;-2.2528727;-0.65012759;0.66233116;2.1788254;-2.5490599;-0.64842945;0.69310546;2.3437374;-1.900293;-0.47566402;0.83265865;2.5293455;8.745656;1;0.07692308;11;21;0;13;1;1;0.07692308;10;0;8.3889055;6.3585286;4.3867512;5.2675848;5.9150147;3.5865061;2.3660254;3.3914115;0;0;0.81931216;6;0;-0.8444584;-0.43814418;0.11376254;2.1458085;-1.4017352;-0.34059727;0.17717735;2.2903285;-0.45417702;-0.22423084;0.22126155;2.4716396;8.5917158;3.8062284;1.7013233;5.5219593;2.3347876;1.005574;1.0743835;4;3;1;0;1.303;-2.00951;4.5760655;1;1;11;1;2;1;0;0;0;0.35784328;-0.35784328;0.48409989;0.40628701;67.651054;0;20.299505;11.190562;0;0;0;21.480953;9.4210396;18.842079;0;0;0;0;1;0.33411026;0;0;0.66588974;0;148.88519;49.744072;0;0;99.141129;0;0.5;1;0;0;0;0;1;0;0;0;1;0;148.88519;0;0;0;148.88519;0;3;1;2;0;0;1;0.91540003;32.774666;51.214245;0;0;0;0;0;92.933022;0;2.3279202;4.7348099;0;33.326015;0;0;58.136742;87.787094;0;0;63.830002;0.68129086;4.7004399;2.3230491;6.8814173;148.88519;185.66306;18.842079;0;0;9.4210396;87.950562;11.190562;49.744072;160.17999;182;17;60
Indinavir ;0.38999999;3;OC1Cc2c(cccc2)C1NC(=O)C(Cc1ccccc1)CC(O)C[NH+]1CC[NH+](CC1C(=O)NC(C)(C)C)Cc1cccnc1;104.74086;0;0;3;5;5;0;18;2;94;4;9;45;34;135.28363;1.4391875;0;0;36;0;0;49;0;5;4;0;0;1.2249173;-2.8245764;-0.51902312;0.61325753;2.8742287;-3.6405358;-0.49207824;0.53896332;2.6649525;-2.6537533;-0.41042772;0.71358627;3.034354;60.763142;11;0.22448979;18;98;2;49;6;14;0.2857143;78;0;31.976116;26.707296;22.54916;24.700096;21.552666;16.22772;11.69156;14.290391;5;5;0.77545363;19;2;-0.87539989;-0.35188738;0.079274461;3.2529933;-2.2784307;-0.3133693;0.14058942;3.1215389;-0.64177942;-0.21605732;0.16069871;3.434746;36.284882;17.088007;10.742699;28.727474;13.453216;8.423955;8.5883751;9;6;0;2;2.7639999;-4.6572199;17.742754;0;1;28;0;5;14;5;0;0;3.9418964;-1.9418964;0.094939217;0.13932401;151.45932;40.525082;20.299505;15.158071;8.458519;12.949531;121.14661;148.90207;0;0;0;44.181568;27.133842;0;0.63763988;0.37311456;0.12082972;0.36236015;0.62688547;0.24153042;376.34406;220.21748;71.315414;213.87007;369.99664;142.55466;0.47368422;0.89999998;0;0;0;0;1;0;0;0;1;0;590.21411;0;0;0;590.21411;0;10;0;5;0;0;1;0.39454001;93.040581;27.303097;64.6437;73.758316;17.153095;37.736813;0;228.50374;22.850374;118.41763;17.263041;53.973061;67.555984;40.432297;33.643536;0;303.54852;84.275879;99.978043;120.43;0.27953976;6.6147099;4.0111308;10.725893;590.21411;730.44598;32.816418;0;0;11.365152;492.99966;25.899061;71.315414;615.81897;7788;68;236
Indomethacin ;0.72000003;3;Clc1ccc(cc1)C(=O)n1c2c(cc(OC)cc2)c(CC(=O)[O-])c1C;49.929893;0;0;1;2;2;2;15;0;40;0;2;25;18;65.563141;1.6390785;0;0;19;1;0;15;0;1;4;0;0;1.7641709;-2.3231645;-0.58427703;0.54596788;2.3796151;-2.4143186;-0.52233696;0.61825049;2.4748008;-2.0366158;-0.35277045;0.84474081;2.698981;23.588104;5;0.18518518;16;42;2;27;2;5;0.18518518;24;0;18.137465;14.462659;11.248559;12.853006;11.917923;7.9790196;5.5165076;7.4931664;0;0;0.85034645;12;-1;-0.8487916;-0.4581885;0.017634621;2.5913386;-1.4897114;-0.36608139;0.11411397;2.7035847;-0.48363331;-0.19621134;0.19305076;2.9070897;19.753086;8.3471403;4.1352797;14.996656;6.2590914;3.0720692;3.7546179;5;0;1;0;4.494;-5.11338;9.5851479;0;1;16;1;3;5;0;0;0;1.0557764;-2.0557764;0.25040907;0.26696542;119.56755;81.811798;0;35.658428;0;12.949531;0;2.2085397;29.581947;0;0;0;13.566921;29.637598;0.82720894;0.23076642;0.13294421;0.17279109;0.76923358;0.039846878;268.82828;74.995003;43.204517;56.154049;249.98732;12.949531;0.5;1;0;0;0;0;1;0;0;0;1;0;324.98233;0;0;0;324.98233;0;6;0;3;0;0;1;2.5925901;53.683231;8.6218843;23.862217;0;32.990112;54.252274;3.5006065;128.21939;0;77.718086;9.3118496;90.407776;12.898981;0;17.871933;4.7171016;142.3707;6.7227917;107.85853;71.360001;0.42433795;5.7548876;3.2664471;9.0199146;324.98233;401.79504;43.204517;27.133842;0;0;254.11977;27.65803;43.204517;356.785;1424;42;132
L_Alpha_acetyl_N_normethadol;0.80000001;3;O(C(C(CC([NH2+]C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C;61.427792;0;0;2;3;1;0;12;1;55;0;1;25;21;70.660568;1.2847377;0;0;22;0;0;30;0;1;2;0;0;2.4112153;-2.7359209;-0.52469802;0.62238705;2.7508888;-3.3979011;-0.49543771;0.67191881;2.7165873;-2.5195353;-0.42233852;0.73960668;2.9753273;35.670212;8;0.30769232;12;56;1;26;7;9;0.34615386;43;0;18.286245;15.736263;14.342417;15.872033;12.040078;9.1191835;7.5645494;9.5308762;2;2;0.72191644;8;1;-0.87510324;-0.34453106;0.079346977;3.004329;-2.2475741;-0.26386139;0.13851997;3.0343139;-0.63646835;-0.21079075;0.16730061;3.2368321;21.301775;10.364081;5.2584882;16.779224;8.0770264;4.0653772;5.4210496;3;2;1;0;5.7880001;-4.1529698;10.486714;0;1;12;1;2;8;0;0;0;1.6173311;-0.61733115;0.27136728;0.4911817;45.216946;45.216946;43.549545;0;0;21.408051;33.89946;162.50203;0;0;0;0;13.566921;2.503756;0.80596566;0.48543176;0.043686505;0.19403437;0.51456821;0.15034786;296.48547;178.57271;16.070677;71.378189;189.29094;55.30751;0.5;1;0;0;0;0;1;0;0;0;1;0;367.86365;0;0;0;367.86365;0;4;0;2;0;0;0.12;3.2862;18.01075;7.7454643;45.312721;0;6.37115;32.897186;0;176.43184;37.736813;99.978043;10.14374;34.862103;18.01075;0;16.821768;0;214.16866;7.7454643;132.87523;42.91;0.41335541;5.7004399;2.8668401;9.0783129;367.86365;429.7547;13.566921;0;5.6825762;5.6825762;331.40189;17.212255;19.249496;340.487;1296;41;122
L_Alphacetylmethadol;0.94999999;3;O(C(C(CC([NH+](C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C;64.521378;0;0;2;3;1;0;12;1;58;0;1;26;22;73.72097;1.2710513;0;0;23;0;0;32;0;1;2;0;0;2.4384968;-2.7644928;-0.52469802;0.61979371;2.7646019;-3.4808679;-0.48923948;0.67060894;2.7175002;-2.5499609;-0.39903086;0.72456014;2.9865699;39.176624;8;0.2962963;12;59;1;27;7;9;0.33333334;46;0;19.15649;16.658913;15.342417;16.872032;12.412757;9.4971752;7.5645494;9.5308762;2;2;0.71480811;8;1;-0.88641036;-0.34453106;0.061710525;3.053807;-2.2596292;-0.26386139;0.13322899;3.0710001;-0.63055134;-0.20701456;0.15839325;3.2831128;22.29081;10.518627;5.5177011;17.731131;8.2854319;4.3158669;5.6503878;3;1;1;0;6.0560002;-4.2839198;10.92355;0;1;12;1;2;8;0;0;0;1.7265434;-0.72654337;0.21176127;0.41734847;45.216946;45.216946;37.86697;0;6.6995511;14.708499;67.79892;162.50203;0;0;0;0;13.566921;2.503756;0.73420143;0.45084947;0.040574268;0.2657986;0.54915053;0.22522433;290.80289;178.57271;16.070677;105.27765;217.50783;89.20697;0.5;1;0;0;0;0;1;0;0;0;1;0;396.08054;0;0;0;396.08054;0;4;0;2;0;0;0.11538462;3.2375;3.1243138;7.7454643;45.312721;0;6.37115;65.794373;0;176.43184;37.736813;99.978043;10.63987;37.98642;0;0;16.821768;0;214.16866;7.7454643;165.77242;30.74;0.40176207;5.7548876;2.8909116;9.1937876;396.08054;450.83148;13.566921;0;0;0;365.30136;17.212255;13.566921;354.51398;1436;43;128
Lamivudine ;0.23;3;S1CC(OC1CO)N1C=CC(=NC1=O)N;30.020723;0;0;1;1;4;0;0;0;26;2;6;15;6;50.647911;1.9479965;0;0;8;0;0;11;0;3;3;0;1;1.8893464;-2.4682431;-0.55609787;0.61437082;2.6449602;-2.6178224;-0.55758387;0.55744964;2.5873544;-2.2161791;-0.40326372;0.74265057;2.9243722;19.819277;2;0.125;0;27;3;16;2;2;0.125;24;0;10.836499;8.6838474;4.7236147;5.1378284;7.2027087;5.4792871;1.4385051;1.7247449;2;2;0.97121149;9;0;-0.84333575;-0.42449659;0.13390584;2.353559;-1.3703718;-0.41360712;0.14377537;2.3265629;-0.51998782;-0.21734917;0.23367642;2.6275752;11.484375;4.8884296;2.5714285;9.8809643;4.1573491;2.1661696;2.7385747;6;3;1;0;-0.75199997;-1.3501;5.4889779;0;1;11;1;2;3;0;0;0;1.441955;-1.441955;0.24500683;0.22420569;0;36.108002;17.784555;21.625143;35.008007;0;17.440542;0;0;37.503109;5.6825762;27.133842;0;2.503756;0.59118313;0.36268467;0.1476053;0.40881687;0.63731533;0.26121157;118.70338;72.82328;29.637598;82.086143;127.96625;52.448547;0.44444445;0.80000001;0;0;0;0;1;0;0;0;1;0;200.78954;0;0;0;200.78954;0;5;1;2;0;0;1;-0.2992;58.282413;10.28219;21.873518;38.159824;0;16.78553;0;34.85754;0;56.081757;5.6203198;34.862103;45.295071;0;10.873631;32.897186;34.85754;45.317699;32.21954;88.150002;0.59002918;5;2.837183;7.4991851;200.78954;224.63902;21.753254;0;0;17.742489;106.14623;41.580635;53.062664;229.25999;369;20;76
